0.00000E+0	7.78702E+5	3.52382E+4	3.17583E+6	3.82630E+6	1.03289E+6	2.28553E+6
1.00000E-1	7.51184E+5	3.10761E+4	3.18658E+6	3.72706E+6	9.95736E+5	2.18710E+6
2.00000E-1	7.53290E+5	3.12168E+4	3.16412E+6	3.71671E+6	9.87711E+5	2.20288E+6
3.00000E-1	7.55760E+5	3.11530E+4	3.13857E+6	3.60377E+6	9.88703E+5	2.09212E+6
4.00000E-1	7.57438E+5	3.12401E+4	3.00634E+6	3.93554E+6	9.92612E+5	2.15225E+6
5.00000E-1	7.59575E+5	3.11121E+4	3.10911E+6	3.61707E+6	9.88245E+5	2.13667E+6
6.00000E-1	7.57746E+5	3.10805E+4	3.13351E+6	3.58311E+6	9.94577E+5	2.14151E+6
7.00000E-1	7.53337E+5	3.10064E+4	3.15658E+6	3.59407E+6	9.94075E+5	2.14459E+6
8.00000E-1	7.58102E+5	3.11442E+4	3.21820E+6	3.63451E+6	9.92073E+5	2.12273E+6
9.00000E-1	7.57557E+5	3.14508E+4	3.17721E+6	3.54548E+6	9.91881E+5	2.14394E+6
1.00000E+0	7.57415E+5	3.12002E+4	3.18728E+6	3.69989E+6	1.00145E+6	2.16242E+6
1.10000E+0	7.48462E+5	3.13234E+4	3.25987E+6	3.72376E+6	1.01386E+6	2.17004E+6
1.20000E+0	7.57770E+5	3.10977E+4	3.18762E+6	3.88426E+6	1.00118E+6	2.19998E+6
1.30000E+0	7.66486E+5	3.10678E+4	3.14467E+6	3.83526E+6	1.01051E+6	2.12672E+6
1.40000E+0	7.60791E+5	3.12507E+4	3.15761E+6	3.97368E+6	9.86226E+5	2.17503E+6
1.50000E+0	7.49902E+5	3.12251E+4	3.27374E+6	3.66989E+6	9.96820E+5	2.18963E+6
1.60000E+0	7.61938E+5	3.12934E+4	3.19356E+6	3.77581E+6	9.97324E+5	2.20271E+6
1.70000E+0	7.55689E+5	3.12740E+4	3.13284E+6	3.57875E+6	9.87863E+5	2.19216E+6
1.80000E+0	7.52962E+5	3.11065E+4	3.14128E+6	3.76711E+6	9.95929E+5	2.20870E+6
1.90000E+0	7.57841E+5	3.13773E+4	3.16824E+6	3.88375E+6	9.98800E+5	2.15913E+6
2.00000E+0	7.60529E+5	3.13745E+4	3.17548E+6	3.81195E+6	9.95156E+5	2.18423E+6
2.10000E+0	7.54088E+5	3.13795E+4	3.07660E+6	3.65167E+6	9.91920E+5	2.27458E+6
2.20000E+0	7.55854E+5	3.14313E+4	3.19740E+6	3.62689E+6	9.95349E+5	2.14427E+6
2.30000E+0	7.54441E+5	3.13378E+4	3.26387E+6	3.69989E+6	1.00526E+6	2.20493E+6
2.40000E+0	7.55383E+5	3.12862E+4	3.09754E+6	3.65712E+6	9.96665E+5	2.15257E+6
2.50000E+0	7.53924E+5	3.13017E+4	3.12344E+6	3.63182E+6	9.92650E+5	2.16887E+6
2.60000E+0	7.50018E+5	3.12990E+4	3.09425E+6	3.70362E+6	1.00286E+6	2.17703E+6
2.70000E+0	7.63954E+5	3.13929E+4	3.19881E+6	3.74413E+6	9.99617E+5	2.13667E+6
2.80000E+0	7.56965E+5	3.14441E+4	3.11343E+6	3.72895E+6	9.93420E+5	2.19844E+6
2.90000E+0	7.61412E+5	3.12962E+4	3.14738E+6	3.72659E+6	9.98995E+5	2.16804E+6
